Draft Year,Draft Round,Draft Overall Pick,Player Name,Drafted Team,NHL Seasons,NHL GP,NHL G,NHL A,NHL TP,League,Position,Position Check,Season,Season.1,Season End,Draft Eligible Year,Years Since Draft Eligible,GP,G,A,Points,PPG,Shot,Current Age,Ht,Wt
2018,2,44,Albin Eriksson,Dallas Stars,0,0,0,0,0,SHL,F,F,2017-2018,2017-2018,2018,2018,0,17.0,0.0,1.0,1.0,0.06,R,24.71731690622861,76.8,209.0
2018,2,44,Albin Eriksson,Dallas Stars,0,0,0,0,0,J20 NATIONELL,F,F,2017-2018,2017-2018,2018,2018,0,38.0,22.0,18.0,40.0,1.05,R,24.71731690622861,76.8,209.0
2018,2,44,Albin Eriksson,Dallas Stars,0,0,0,0,0,J18 NATIONELL,F,F,2017-2018,2017-2018,2018,2018,0,1.0,0.0,0.0,0.0,0.0,R,24.71731690622861,76.8,209.0
2018,2,46,Martin Fehérváry,Washington Capitals,5,295,22,53,75,SHL,D,D,2017-2018,2017-2018,2018,2018,0,1.0,0.0,0.0,0.0,0.0,L,25.505817932922657,74.0,203.0
2018,2,46,Martin Fehérváry,Washington Capitals,5,295,22,53,75,HOCKEYALLSVENSKAN,D,D,2017-2018,2017-2018,2018,2018,0,42.0,1.0,6.0,7.0,0.17,L,25.505817932922657,74.0,203.0
2018,2,47,Kody Clark,Washington Capitals,0,0,0,0,0,OHL,F,F,2017-2018,2017-2018,2018,2018,0,56.0,18.0,21.0,39.0,0.7,R,25.48665297741273,75.2,185.0
2018,2,48,Jonny Tychonick,Ottawa Senators,0,0,0,0,0,BCHL,D,D,2017-2018,2017-2018,2018,2018,0,48.0,9.0,38.0,47.0,0.98,L,25.097878165639973,72.0,172.0
2018,2,49,Kirill Marchenko,Columbus Blue Jackets,3,210,75,62,137,KHL,F,F,2017-2018,2017-2018,2018,2018,0,2.0,0.0,0.0,0.0,0.0,R,24.71457905544148,75.2,196.0
2018,2,49,Kirill Marchenko,Columbus Blue Jackets,3,210,75,62,137,MHL,F,F,2017-2018,2017-2018,2018,2018,0,31.0,8.0,8.0,16.0,0.52,R,24.71457905544148,75.2,196.0
2018,2,50,Adam Ginning,Philadelphia Flyers,3,11,1,0,1,SHL,D,D,2017-2018,2017-2018,2018,2018,0,28.0,1.0,1.0,2.0,0.07,L,25.234770704996578,76.0,205.0
2018,2,50,Adam Ginning,Philadelphia Flyers,3,11,1,0,1,J20 NATIONELL,D,D,2017-2018,2017-2018,2018,2018,0,17.0,1.0,5.0,6.0,0.35,L,25.234770704996578,76.0,205.0
2018,2,50,Adam Ginning,Philadelphia Flyers,3,11,1,0,1,J18 NATIONELL,D,D,2017-2018,2017-2018,2018,2018,0,0.0,0.0,0.0,0.0,0.0,L,25.234770704996578,76.0,205.0
2018,2,51,Akil Thomas,Los Angeles Kings,2,30,4,3,7,OHL,F,F,2017-2018,2017-2018,2018,2018,0,68.0,22.0,59.0,81.0,1.19,R,25.26488706365503,72.0,194.0
2018,2,53,Calen Addison,Pittsburgh Penguins,4,152,6,44,50,WHL,D,D,2017-2018,2017-2018,2018,2018,0,68.0,11.0,54.0,65.0,0.96,R,24.99110198494182,70.9,172.0
2018,2,54,Benoit-Olivier Groulx,Anaheim Ducks,3,65,1,4,5,QMJHL,F,F,2017-2018,2017-2018,2018,2018,0,68.0,28.0,27.0,55.0,0.81,L,25.169062286105408,74.0,201.0
2018,2,55,Kevin Bahl,Arizona Coyotes,5,215,7,36,43,OHL,D,D,2017-2018,2017-2018,2018,2018,0,58.0,1.0,17.0,18.0,0.31,L,24.78028747433265,77.6,229.0
2018,2,56,Jacob Olofsson,Montréal Canadiens,0,0,0,0,0,HOCKEYALLSVENSKAN,F,F,2017-2018,2017-2018,2018,2018,0,43.0,10.0,11.0,21.0,0.49,L,25.163586584531146,74.4,192.0
2018,2,57,Axel Andersson,Boston Bruins,0,0,0,0,0,J20 NATIONELL,D,D,2017-2018,2017-2018,2018,2018,0,42.0,6.0,25.0,31.0,0.74,R,25.15811088295688,72.8,187.0
2018,2,57,Axel Andersson,Boston Bruins,0,0,0,0,0,J18 NATIONELL,D,D,2017-2018,2017-2018,2018,2018,0,0.0,0.0,0.0,0.0,0.0,R,25.15811088295688,72.8,187.0
2018,2,58,Filip Hållander,Pittsburgh Penguins,2,3,0,0,0,HOCKEYALLSVENSKAN,F,F,2017-2018,2017-2018,2018,2018,0,40.0,9.0,11.0,20.0,0.5,L,24.774811772758383,73.2,190.0
2018,2,58,Filip Hållander,Pittsburgh Penguins,2,3,0,0,0,J20 NATIONELL,F,F,2017-2018,2017-2018,2018,2018,0,1.0,0.0,0.0,0.0,0.0,L,24.774811772758383,73.2,190.0
2018,2,59,Gabriel Fortier,Tampa Bay Lightning,2,11,1,0,1,QMJHL,F,F,2017-2018,2017-2018,2018,2018,0,66.0,26.0,33.0,59.0,0.89,L,25.169062286105408,70.9,179.0
2018,2,60,David Gustafsson,Winnipeg Jets,6,146,6,14,20,SHL,F,F,2017-2018,2017-2018,2018,2018,0,45.0,6.0,6.0,12.0,0.27,L,24.99110198494182,73.6,196.0
2018,2,60,David Gustafsson,Winnipeg Jets,6,146,6,14,20,J20 NATIONELL,F,F,2017-2018,2017-2018,2018,2018,0,4.0,1.0,4.0,5.0,1.25,L,24.99110198494182,73.6,196.0
2018,2,60,David Gustafsson,Winnipeg Jets,6,146,6,14,20,J18 REGION,F,F,2017-2018,2017-2018,2018,2018,0,1.0,2.0,2.0,4.0,4.0,L,24.99110198494182,73.6,196.0
2018,2,61,Ivan Morozov,Vegas Golden Knights,0,0,0,0,0,KHL,F,F,2017-2018,2017-2018,2018,2018,0,1.0,0.0,0.0,0.0,0.0,R,24.92539356605065,72.8,209.0
2018,2,61,Ivan Morozov,Vegas Golden Knights,0,0,0,0,0,MHL,F,F,2017-2018,2017-2018,2018,2018,0,30.0,11.0,12.0,23.0,0.77,R,24.92539356605065,72.8,209.0
2018,3,63,Jack McBain,Minnesota Wild,4,236,35,44,79,OJHL,F,F,2017-2018,2017-2018,2018,2018,0,48.0,21.0,37.0,58.0,1.21,L,25.253935660506503,76.0,218.0
2018,3,65,Jan Jeník,Arizona Coyotes,5,24,4,2,6,CZECHIA,F,F,2017-2018,2017-2018,2018,2018,0,6.0,0.0,0.0,0.0,0.0,L,24.56125941136208,72.8,198.0
2018,3,65,Jan Jeník,Arizona Coyotes,5,24,4,2,6,CZECHIA2,F,F,2017-2018,2017-2018,2018,2018,0,30.0,4.0,7.0,11.0,0.37,L,24.56125941136208,72.8,198.0
2018,3,66,Cameron Hillis,Montréal Canadiens,1,1,0,0,0,OHL,F,F,2017-2018,2017-2018,2018,2018,0,60.0,20.0,39.0,59.0,0.98,R,24.78850102669405,68.9,174.0
2018,3,67,Alec Regula,Detroit Red Wings,4,22,1,0,1,OHL,D,D,2017-2018,2017-2018,2018,2018,0,67.0,7.0,18.0,25.0,0.37,R,24.670773442847366,76.0,212.0
2018,3,68,Tyler Madden,Vancouver Canucks,0,0,0,0,0,USHL,F,F,2017-2018,2017-2018,2018,2018,0,50.0,15.0,19.0,34.0,0.68,R,25.412731006160165,70.9,170.0
2018,3,69,Jake Wise,Chicago Blackhawks,0,0,0,0,0,USHL,F,F,2017-2018,2017-2018,2018,2018,0,18.0,9.0,19.0,28.0,1.56,L,25.1088295687885,70.1,190.0
2018,3,69,Jake Wise,Chicago Blackhawks,0,0,0,0,0,NTDP,F,F,2017-2018,2017-2018,2018,2018,0,38.0,11.0,32.0,43.0,1.13,L,25.1088295687885,70.1,190.0
2018,3,70,Jakob Ragnarsson,New York Rangers,0,0,0,0,0,HOCKEYALLSVENSKAN,D,D,2017-2018,2017-2018,2018,2018,0,47.0,4.0,9.0,13.0,0.28,L,25.541409993155373,72.0,176.0
2018,3,71,Jordan Harris,Montréal Canadiens,4,160,9,27,36,USHL,D,D,2017-2018,2017-2018,2018,2018,0,5.0,0.0,1.0,1.0,0.2,L,24.752908966461327,70.9,190.0
2018,3,71,Jordan Harris,Montréal Canadiens,4,160,9,27,36,USHS-PREP,D,D,2017-2018,2017-2018,2018,2018,0,37.0,6.0,29.0,35.0,0.95,L,24.752908966461327,70.9,190.0
2018,3,73,Ty Emberson,Arizona Coyotes,2,100,1,19,20,USHL,D,D,2017-2018,2017-2018,2018,2018,0,25.0,4.0,11.0,15.0,0.6,R,24.876112251882272,74.0,194.0
2018,3,73,Ty Emberson,Arizona Coyotes,2,100,1,19,20,NTDP,D,D,2017-2018,2017-2018,2018,2018,0,61.0,4.0,23.0,27.0,0.44,R,24.876112251882272,74.0,194.0
2018,3,74,Niklas Nordgren,Chicago Blackhawks,0,0,0,0,0,LIIGA,F,F,2017-2018,2017-2018,2018,2018,0,15.0,0.0,3.0,3.0,0.2,R,24.928131416837783,68.9,183.0
2018,3,74,Niklas Nordgren,Chicago Blackhawks,0,0,0,0,0,U20 SM-SARJA,F,F,2017-2018,2017-2018,2018,2018,0,28.0,13.0,29.0,42.0,1.5,R,24.928131416837783,68.9,183.0
2018,3,74,Niklas Nordgren,Chicago Blackhawks,0,0,0,0,0,U18 SM-SARJA,F,F,2017-2018,2017-2018,2018,2018,0,0.0,0.0,0.0,0.0,0.0,R,24.928131416837783,68.9,183.0
2018,3,75,Oskar Bäck,Dallas Stars,1,70,4,12,16,SHL,F,F,2017-2018,2017-2018,2018,2018,0,14.0,0.0,0.0,0.0,0.0,L,25.073237508555785,76.0,203.0
2018,3,75,Oskar Bäck,Dallas Stars,1,70,4,12,16,J20 NATIONELL,F,F,2017-2018,2017-2018,2018,2018,0,38.0,10.0,22.0,32.0,0.84,L,25.073237508555785,76.0,203.0
2018,3,75,Oskar Bäck,Dallas Stars,1,70,4,12,16,J18 NATIONELL,F,F,2017-2018,2017-2018,2018,2018,0,3.0,1.0,4.0,5.0,1.67,L,25.073237508555785,76.0,203.0
2018,3,76,Semyon Der-Arguchintsev,Toronto Maple Leafs,1,1,0,0,0,OHL,F,F,2017-2018,2017-2018,2018,2018,0,68.0,12.0,39.0,51.0,0.75,R,24.56125941136208,70.9,168.0
2018,3,77,Jakub Lauko,Boston Bruins,3,134,9,16,25,CZECHIA,F,F,2017-2018,2017-2018,2018,2018,0,42.0,3.0,6.0,9.0,0.21,L,25.02943189596167,72.4,196.0
2018,3,78,Sampo Ranta,Colorado Avalanche,3,16,0,0,0,USHL,F,F,2017-2018,2017-2018,2018,2018,0,53.0,23.0,14.0,37.0,0.7,L,24.854209445585216,74.4,194.0
2018,3,79,Blake McLaughlin,Anaheim Ducks,0,0,0,0,0,USHL,F,F,2017-2018,2017-2018,2018,2018,0,54.0,23.0,29.0,52.0,0.96,L,25.14715947980835,70.9,161.0
2018,3,80,Marcus Karlberg,Columbus Blue Jackets,0,0,0,0,0,HOCKEYALLSVENSKAN,F,F,2017-2018,2017-2018,2018,2018,0,2.0,1.0,0.0,1.0,0.5,R,25.20739219712525,68.1,165.0
2018,3,80,Marcus Karlberg,Columbus Blue Jackets,0,0,0,0,0,J20 NATIONELL,F,F,2017-2018,2017-2018,2018,2018,0,39.0,15.0,32.0,47.0,1.21,R,25.20739219712525,68.1,165.0
2018,3,80,Marcus Karlberg,Columbus Blue Jackets,0,0,0,0,0,J18 NATIONELL,F,F,2017-2018,2017-2018,2018,2018,0,5.0,4.0,3.0,7.0,1.4,R,25.20739219712525,68.1,165.0
2018,3,80,Marcus Karlberg,Columbus Blue Jackets,0,0,0,0,0,J18 REGION,F,F,2017-2018,2017-2018,2018,2018,0,6.0,1.0,6.0,7.0,1.17,R,25.20739219712525,68.1,165.0
2018,3,82,Bulat Shafigullin,Los Angeles Kings,0,0,0,0,0,KHL,F,F,2017-2018,2017-2018,2018,2018,0,17.0,0.0,2.0,2.0,0.12,L,25.27583846680356,73.2,185.0
2018,3,82,Bulat Shafigullin,Los Angeles Kings,0,0,0,0,0,MHL,F,F,2017-2018,2017-2018,2018,2018,0,22.0,20.0,16.0,36.0,1.64,L,25.27583846680356,73.2,185.0
2018,3,82,Bulat Shafigullin,Los Angeles Kings,0,0,0,0,0,VHL,F,F,2017-2018,2017-2018,2018,2018,0,1.0,0.0,0.0,0.0,0.0,L,25.27583846680356,73.2,185.0
2018,3,83,Riley Stotts,Toronto Maple Leafs,0,0,0,0,0,WHL,F,F,2017-2018,2017-2018,2018,2018,0,69.0,19.0,25.0,44.0,0.64,L,25.256673511293634,72.0,185.0
2018,3,86,Alexander Khovanov,Minnesota Wild,0,0,0,0,0,QMJHL,F,F,2017-2018,2017-2018,2018,2018,0,29.0,9.0,19.0,28.0,0.97,L,24.98836413415469,70.9,198.0
2018,3,87,Linus Karlsson,San Jose Sharks,2,21,2,1,3,SHL,F,F,2017-2018,2017-2018,2018,2018,0,13.0,0.0,1.0,1.0,0.08,R,25.39356605065024,73.2,179.0
2018,3,87,Linus Karlsson,San Jose Sharks,2,21,2,1,3,J20 NATIONELL,F,F,2017-2018,2017-2018,2018,2018,0,42.0,27.0,25.0,52.0,1.24,R,25.39356605065024,73.2,179.0
2018,3,90,Dmitri Semykin,Tampa Bay Lightning,0,0,0,0,0,MHL,D,D,2017-2018,2017-2018,2018,2018,0,41.0,8.0,7.0,15.0,0.37,L,25.11978097193703,74.0,214.0
2018,3,93,Riley Sutter,Washington Capitals,0,0,0,0,0,WHL,F,F,2017-2018,2017-2018,2018,2018,0,68.0,25.0,28.0,53.0,0.78,R,25.453798767967147,76.0,207.0
2018,4,94,Matej Pekar,Buffalo Sabres,0,0,0,0,0,USHL,F,F,2017-2018,2017-2018,2018,2018,0,56.0,14.0,40.0,54.0,0.96,L,25.15811088295688,72.8,185.0
2018,4,95,Jonathan Gruden,Ottawa Senators,2,16,1,0,1,USHL,F,F,2017-2018,2017-2018,2018,2018,0,25.0,15.0,19.0,34.0,1.36,L,24.928131416837783,71.7,172.0
2018,4,95,Jonathan Gruden,Ottawa Senators,2,16,1,0,1,NTDP,F,F,2017-2018,2017-2018,2018,2018,0,61.0,28.0,32.0,60.0,0.98,L,24.928131416837783,71.7,172.0
2018,4,96,Luke Henman,Carolina Hurricanes,0,0,0,0,0,QMJHL,F,F,2017-2018,2017-2018,2018,2018,0,61.0,9.0,38.0,47.0,0.77,L,24.94182067077344,72.0,181.0
2018,4,97,Allan McShane,Montréal Canadiens,0,0,0,0,0,OHL,F,F,2017-2018,2017-2018,2018,2018,0,67.0,20.0,45.0,65.0,0.97,L,25.14715947980835,71.3,201.0
2018,4,98,Ryan O'Reilly,Detroit Red Wings,0,0,0,0,0,USHL,F,F,2017-2018,2017-2018,2018,2018,0,45.0,21.0,13.0,34.0,0.76,R,25.048596851471597,74.8,220.0
2018,4,99,Stanislav Demin,Vegas Golden Knights,0,0,0,0,0,USHL,D,D,2017-2018,2017-2018,2018,2018,0,1.0,0.0,1.0,1.0,1.0,L,25.010266940451743,74.0,190.0
2018,4,99,Stanislav Demin,Vegas Golden Knights,0,0,0,0,0,NTDP,D,D,2017-2018,2017-2018,2018,2018,0,1.0,0.0,1.0,1.0,1.0,L,25.010266940451743,74.0,190.0
2018,4,99,Stanislav Demin,Vegas Golden Knights,0,0,0,0,0,BCHL,D,D,2017-2018,2017-2018,2018,2018,0,57.0,9.0,36.0,45.0,0.79,L,25.010266940451743,74.0,190.0
2018,4,101,Nico Gross,New York Rangers,0,0,0,0,0,OHL,D,D,2017-2018,2017-2018,2018,2018,0,58.0,4.0,10.0,14.0,0.24,L,25.19917864476386,73.2,190.0
2018,4,103,Jacob Pivonka,New York Islanders,0,0,0,0,0,USHL,F,F,2017-2018,2017-2018,2018,2018,0,25.0,5.0,3.0,8.0,0.32,L,25.1088295687885,71.7,203.0
2018,4,103,Jacob Pivonka,New York Islanders,0,0,0,0,0,NTDP,F,F,2017-2018,2017-2018,2018,2018,0,59.0,8.0,12.0,20.0,0.34,L,25.1088295687885,71.7,203.0
2018,4,104,Lenni Killinen,Carolina Hurricanes,0,0,0,0,0,U20 SM-SARJA,F,F,2017-2018,2017-2018,2018,2018,0,38.0,13.0,28.0,41.0,1.08,L,24.813141683778237,73.6,205.0
2018,4,104,Lenni Killinen,Carolina Hurricanes,0,0,0,0,0,U18 SM-SARJA,F,F,2017-2018,2017-2018,2018,2018,0,0.0,0.0,0.0,0.0,0.0,L,24.813141683778237,73.6,205.0
2018,4,104,Lenni Killinen,Carolina Hurricanes,0,0,0,0,0,MESTIS,F,F,2017-2018,2017-2018,2018,2018,0,10.0,2.0,2.0,4.0,0.4,L,24.813141683778237,73.6,205.0
2018,4,105,Martin Pospisil,Calgary Flames,2,139,12,36,48,USHL,F,F,2017-2018,2017-2018,2018,2018,0,49.0,8.0,29.0,37.0,0.76,L,25.38535249828884,74.0,194.0
2018,4,106,Curtis Douglas,Dallas Stars,0,0,0,0,0,OHL,F,F,2017-2018,2017-2018,2018,2018,0,66.0,22.0,24.0,46.0,0.7,L,25.089664613278572,80.7,243.0
2018,4,108,Demetrios Koumontzis,Calgary Flames,0,0,0,0,0,USHL,D,F,2017-2018,2017-2018,2018,2018,0,1.0,0.0,0.0,0.0,0.0,L,25.0403832991102,70.1,183.0
2018,4,108,Demetrios Koumontzis,Calgary Flames,0,0,0,0,0,USHS-MN,D,F,2017-2018,2017-2018,2018,2018,0,24.0,20.0,21.0,41.0,1.71,L,25.0403832991102,70.1,183.0
2018,4,109,Tyler Weiss,Colorado Avalanche,0,0,0,0,0,USHL,F,F,2017-2018,2017-2018,2018,2018,0,22.0,3.0,8.0,11.0,0.5,L,25.2621492128679,70.1,170.0
2018,4,109,Tyler Weiss,Colorado Avalanche,0,0,0,0,0,NTDP,F,F,2017-2018,2017-2018,2018,2018,0,58.0,12.0,19.0,31.0,0.53,L,25.2621492128679,70.1,170.0
2018,4,110,Xavier Bernard,New Jersey Devils,0,0,0,0,0,QMJHL,D,D,2017-2018,2017-2018,2018,2018,0,66.0,11.0,24.0,35.0,0.53,L,25.253935660506503,77.2,205.0
2018,4,111,Jáchym Kondelík,Nashville Predators,0,0,0,0,0,USHL,F,F,2017-2018,2017-2018,2018,2018,0,44.0,16.0,18.0,34.0,0.77,L,25.297741273100616,79.1,218.0
2018,4,113,Aidan Dudas,Los Angeles Kings,0,0,0,0,0,OHL,F,F,2017-2018,2017-2018,2018,2018,0,68.0,31.0,34.0,65.0,0.96,R,24.813141683778237,68.1,170.0
2018,4,115,Paul Cotter,Vegas Golden Knights,4,214,38,29,67,USHL,F,F,2017-2018,2017-2018,2018,2018,0,51.0,18.0,21.0,39.0,0.76,L,25.39356605065024,74.0,212.0
2018,4,116,Jack Perbix,Anaheim Ducks,0,0,0,0,0,USHL,D,F,2017-2018,2017-2018,2018,2018,0,17.0,1.0,3.0,4.0,0.24,R,24.566735112936342,72.8,181.0
2018,4,116,Jack Perbix,Anaheim Ducks,0,0,0,0,0,USHS-MN,D,F,2017-2018,2017-2018,2018,2018,0,25.0,19.0,42.0,61.0,2.44,R,24.566735112936342,72.8,181.0
2018,4,117,Linus Cronholm,Buffalo Sabres,0,0,0,0,0,SHL,D,D,2017-2018,2017-2018,2018,2018,0,0.0,0.0,0.0,0.0,0.0,L,24.76386036960985,76.0,207.0
2018,4,117,Linus Cronholm,Buffalo Sabres,0,0,0,0,0,J20 NATIONELL,D,D,2017-2018,2017-2018,2018,2018,0,37.0,0.0,6.0,6.0,0.16,L,24.76386036960985,76.0,207.0
2018,4,117,Linus Cronholm,Buffalo Sabres,0,0,0,0,0,J18 REGION,D,D,2017-2018,2017-2018,2018,2018,0,18.0,6.0,10.0,16.0,0.89,L,24.76386036960985,76.0,207.0
2018,4,119,Curtis Hall,Boston Bruins,0,0,0,0,0,USHL,F,F,2017-2018,2017-2018,2018,2018,0,54.0,13.0,18.0,31.0,0.57,R,24.95003422313484,75.2,212.0
2018,4,120,Philipp Kurashev,Chicago Blackhawks,5,314,48,81,129,QMJHL,F,F,2017-2018,2017-2018,2018,2018,0,59.0,19.0,41.0,60.0,1.02,L,25.489390828199863,72.0,190.0
2018,4,122,Milos Roman,Calgary Flames,0,0,0,0,0,WHL,F,F,2017-2018,2017-2018,2018,2018,0,39.0,10.0,22.0,32.0,0.82,L,25.42094455852156,71.7,187.0
2018,5,125,Miska Kukkonen,Buffalo Sabres,0,0,0,0,0,U20 SM-SARJA,D,D,2017-2018,2017-2018,2018,2018,0,12.0,2.0,2.0,4.0,0.33,R,24.802190280629706,74.0,198.0
2018,5,126,Angus Crookshank,Ottawa Senators,2,18,2,1,3,BCHL,F,F,2017-2018,2017-2018,2018,2018,0,42.0,22.0,23.0,45.0,1.07,L,25.516769336071185,70.9,183.0
2018,5,127,Wyatte Wylie,Philadelphia Flyers,0,0,0,0,0,WHL,D,D,2017-2018,2017-2018,2018,2018,0,72.0,6.0,25.0,31.0,0.43,R,25.43189596167009,72.0,190.0
2018,5,128,Cole Fonstad,Montréal Canadiens,0,0,0,0,0,WHL,F,F,2017-2018,2017-2018,2018,2018,0,72.0,21.0,52.0,73.0,1.01,L,24.955509924709105,70.9,168.0
2018,5,130,Toni Utunen,Vancouver Canucks,0,0,0,0,0,LIIGA,D,D,2017-2018,2017-2018,2018,2018,0,11.0,0.0,0.0,0.0,0.0,L,24.947296372347708,70.9,172.0
2018,5,130,Toni Utunen,Vancouver Canucks,0,0,0,0,0,U20 SM-SARJA,D,D,2017-2018,2017-2018,2018,2018,0,0.0,0.0,0.0,0.0,0.0,L,24.947296372347708,70.9,172.0
2018,5,130,Toni Utunen,Vancouver Canucks,0,0,0,0,0,U18 SM-SARJA,D,D,2017-2018,2017-2018,2018,2018,0,0.0,0.0,0.0,0.0,0.0,L,24.947296372347708,70.9,172.0
2018,5,130,Toni Utunen,Vancouver Canucks,0,0,0,0,0,MESTIS,D,D,2017-2018,2017-2018,2018,2018,0,28.0,2.0,10.0,12.0,0.43,L,24.947296372347708,70.9,172.0
2018,5,131,Spencer Stastney,Nashville Predators,3,50,2,7,9,USHL,D,D,2017-2018,2017-2018,2018,2018,0,23.0,1.0,14.0,15.0,0.65,L,25.259411362080765,72.0,183.0
2018,5,131,Spencer Stastney,Nashville Predators,3,50,2,7,9,NTDP,D,D,2017-2018,2017-2018,2018,2018,0,57.0,2.0,26.0,28.0,0.49,L,25.259411362080765,72.0,183.0
2018,5,133,Samuel Houde,Montréal Canadiens,0,0,0,0,0,QMJHL,F,F,2017-2018,2017-2018,2018,2018,0,54.0,16.0,16.0,32.0,0.59,L,25.089664613278572,72.0,172.0
2018,5,134,Blade Jenkins,New York Islanders,0,0,0,0,0,OHL,F,F,2017-2018,2017-2018,2018,2018,0,68.0,20.0,24.0,44.0,0.65,L,24.657084188911703,74.0,198.0
2018,5,137,Riley Damiani,Dallas Stars,1,7,1,1,2,OHL,F,F,2017-2018,2017-2018,2018,2018,0,64.0,19.0,18.0,37.0,0.58,R,25.05133470225873,70.1,181.0
2018,5,142,Michael Callahan,Arizona Coyotes,1,14,0,0,0,USHL,D,D,2017-2018,2017-2018,2018,2018,0,59.0,3.0,15.0,18.0,0.31,L,25.541409993155373,74.0,198.0
2018,5,145,Dennis Busby,Arizona Coyotes,0,0,0,0,0,OHL,D,D,2017-2018,2017-2018,2018,2018,0,2.0,0.0,0.0,0.0,0.0,R,25.253935660506503,70.9,190.0
2018,5,146,Daniil Zhuravlyov,Colorado Avalanche,0,0,0,0,0,MHL,D,D,2017-2018,2017-2018,2018,2018,0,28.0,9.0,9.0,18.0,0.64,L,24.999315537303215,72.0,163.0
2018,5,146,Daniil Zhuravlyov,Colorado Avalanche,0,0,0,0,0,VHL,D,D,2017-2018,2017-2018,2018,2018,0,11.0,1.0,1.0,2.0,0.18,L,24.999315537303215,72.0,163.0
2018,5,149,Filip Král,Toronto Maple Leafs,1,2,0,0,0,WHL,D,D,2017-2018,2017-2018,2018,2018,0,54.0,9.0,26.0,35.0,0.65,L,25.46748802190281,74.0,198.0
2018,5,149,Filip Král,Toronto Maple Leafs,1,2,0,0,0,CZECHIA,D,D,2017-2018,2017-2018,2018,2018,0,4.0,0.0,0.0,0.0,0.0,L,25.46748802190281,74.0,198.0
2018,5,149,Filip Král,Toronto Maple Leafs,1,2,0,0,0,CZECHIA2,D,D,2017-2018,2017-2018,2018,2018,0,3.0,0.0,0.0,0.0,0.0,L,25.46748802190281,74.0,198.0
2018,5,150,Declan Chisholm,Winnipeg Jets,3,96,5,16,21,OHL,D,D,2017-2018,2017-2018,2018,2018,0,47.0,3.0,17.0,20.0,0.43,L,25.23750855578371,72.8,190.0
2018,5,153,Giovanni Vallati,Winnipeg Jets,0,0,0,0,0,OHL,D,D,2017-2018,2017-2018,2018,2018,0,65.0,3.0,23.0,26.0,0.4,L,25.127994524298423,74.0,192.0
2018,5,154,Connor Corcoran,Vegas Golden Knights,0,0,0,0,0,OHL,D,D,2017-2018,2017-2018,2018,2018,0,63.0,3.0,21.0,24.0,0.38,R,24.66803559206023,74.0,196.0
2018,5,155,Damien Giroux,Minnesota Wild,1,1,0,1,1,OHL,F,F,2017-2018,2017-2018,2018,2018,0,68.0,19.0,24.0,43.0,0.63,L,25.097878165639973,69.7,176.0
2018,6,159,Tim Berni,Columbus Blue Jackets,1,59,1,2,3,NL,D,D,2017-2018,2017-2018,2018,2018,0,8.0,0.0,0.0,0.0,0.0,L,25.155373032169745,72.0,181.0
2018,6,159,Tim Berni,Columbus Blue Jackets,1,59,1,2,3,SL,D,D,2017-2018,2017-2018,2018,2018,0,36.0,5.0,10.0,15.0,0.42,L,25.155373032169745,72.0,181.0
2018,6,161,Alex Kannok Leipert,Washington Capitals,0,0,0,0,0,WHL,D,D,2017-2018,2017-2018,2018,2018,0,60.0,5.0,16.0,21.0,0.35,R,24.71731690622861,72.0,201.0
2018,6,163,Simon Kjellberg,New York Rangers,0,0,0,0,0,J20 NATIONELL,D,D,2017-2018,2017-2018,2018,2018,0,43.0,4.0,5.0,9.0,0.21,L,25.138945927446954,75.2,201.0
2018,6,163,Simon Kjellberg,New York Rangers,0,0,0,0,0,J18 NATIONELL,D,D,2017-2018,2017-2018,2018,2018,0,2.0,0.0,0.0,0.0,0.0,L,25.138945927446954,75.2,201.0
2018,6,163,Simon Kjellberg,New York Rangers,0,0,0,0,0,J18 REGION,D,D,2017-2018,2017-2018,2018,2018,0,3.0,0.0,0.0,0.0,0.0,L,25.138945927446954,75.2,201.0
2018,6,164,Michael Kesselring,Edmonton Oilers,3,151,11,39,50,USHL,D,D,2017-2018,2017-2018,2018,2018,0,12.0,0.0,2.0,2.0,0.17,R,25.234770704996578,76.0,216.0
2018,6,164,Michael Kesselring,Edmonton Oilers,3,151,11,39,50,USHS-PREP,D,D,2017-2018,2017-2018,2018,2018,0,38.0,11.0,23.0,34.0,0.89,R,25.234770704996578,76.0,216.0
2018,6,165,Johan Södergran,Los Angeles Kings,0,0,0,0,0,SHL,F,F,2017-2018,2017-2018,2018,2018,0,20.0,0.0,0.0,0.0,0.0,L,25.38261464750171,75.2,205.0
2018,6,165,Johan Södergran,Los Angeles Kings,0,0,0,0,0,J20 NATIONELL,F,F,2017-2018,2017-2018,2018,2018,0,37.0,17.0,16.0,33.0,0.89,L,25.38261464750171,75.2,205.0
2018,6,167,Mathias Emilio Pettersen,Calgary Flames,0,0,0,0,0,USHL,F,F,2017-2018,2017-2018,2018,2018,0,60.0,14.0,32.0,46.0,0.77,L,25.01300479123888,70.1,187.0
2018,6,168,Dawson Barteaux,Dallas Stars,0,0,0,0,0,WHL,D,D,2017-2018,2017-2018,2018,2018,0,64.0,3.0,29.0,32.0,0.5,R,25.23750855578371,74.0,192.0
2018,6,169,Mathias Laferrière,St. Louis Blues,0,0,0,0,0,QMJHL,F,F,2017-2018,2017-2018,2018,2018,0,67.0,12.0,29.0,41.0,0.61,R,24.78028747433265,74.0,181.0
